Date,Total,Mon,Tue,Wed,Thu,Fri,Sat,Sun,holiday,daylight_hrs,PRCP,Temp (C),dry day,annual
10/3/2012,3521,0,0,1,0,0,0,0,0,11.27735924,0,13.35,1,0
10/4/2012,3475,0,0,0,1,0,0,0,0,11.21914159,0,13.6,1,0.002739726
10/5/2012,3148,0,0,0,0,1,0,0,0,11.16103751,0,15.3,1,0.005479452
10/6/2012,2006,0,0,0,0,0,1,0,0,11.10305648,0,15.85,1,0.008219178
10/7/2012,2142,0,0,0,0,0,0,1,0,11.0452082,0,15.85,1,0.010958904
10/8/2012,3537,1,0,0,0,0,0,0,1,10.98750259,0,14.45,1,0.01369863
10/9/2012,3501,0,1,0,0,0,0,0,0,10.9299498,0,12.5,1,0.016438356
10/10/2012,3235,0,0,1,0,0,0,0,0,10.87256024,0,10.25,1,0.019178082
10/11/2012,3047,0,0,0,1,0,0,0,0,10.81534455,0,10.55,1,0.021917808
10/12/2012,2011,0,0,0,0,1,0,0,0,10.75831368,0.078740157,11.4,0,0.024657534
10/13/2012,766,0,0,0,0,0,1,0,0,10.70147882,0.188976378,13.9,0,0.02739726
10/14/2012,698,0,0,0,0,0,0,1,0,10.6448515,0.649606299,15.55,0,0.030136986
10/15/2012,2273,1,0,0,0,0,0,0,0,10.58844352,0.311023622,14.15,0,0.032876712
10/16/2012,3036,0,1,0,0,0,0,0,0,10.53226702,0,12.2,1,0.035616438
10/17/2012,3243,0,0,1,0,0,0,0,0,10.47633446,0,10.25,1,0.038356164
10/18/2012,2923,0,0,0,1,0,0,0,0,10.42065864,0.818897638,12.25,0,0.04109589
10/19/2012,1977,0,0,0,0,1,0,0,0,10.3652527,0.188976378,12.2,0,0.043835616
10/20/2012,1068,0,0,0,0,0,1,0,0,10.31013014,0.019685039,8.6,0,0.046575342
10/21/2012,989,0,0,0,0,0,0,1,0,10.25530485,0.251968504,8.05,0,0.049315068
10/22/2012,2129,1,0,0,0,0,0,0,0,10.20079104,0.350393701,5.55,0,0.052054795
10/23/2012,2500,0,1,0,0,0,0,0,0,10.14660335,0,8.35,1,0.054794521
10/24/2012,2429,0,0,1,0,0,0,0,0,10.09275678,0.279527559,8.9,0,0.057534247
10/25/2012,2713,0,0,0,1,0,0,0,0,10.03926672,0,9.2,1,0.060273973
10/26/2012,2073,0,0,0,0,1,0,0,0,9.986148955,0.059055118,9.15,0,0.063013699
10/27/2012,531,0,0,0,0,0,1,0,0,9.933419678,0.909448819,11.9,0,0.065753425
10/28/2012,1062,0,0,0,0,0,0,1,0,9.881095472,0.24015748,12.2,0,0.068493151
10/29/2012,2217,1,0,0,0,0,0,0,0,9.829193325,0.429133858,12.8,0,0.071232877
10/30/2012,1735,0,1,0,0,0,0,0,0,9.777730625,1.358267717,13.6,0,0.073972603
10/31/2012,1710,0,0,1,0,0,0,0,0,9.726725161,0.570866142,13.35,0,0.076712329
11/1/2012,2091,0,0,0,1,0,0,0,0,9.676195118,0.381889764,12.8,0,0.079452055
11/2/2012,2478,0,0,0,0,1,0,0,0,9.626159077,0.220472441,12.8,0,0.082191781
11/3/2012,952,0,0,0,0,0,1,0,0,9.576636007,0.019685039,13.35,0,0.084931507
11/4/2012,1011,0,0,0,0,0,0,1,0,9.527645258,0.318897638,15.3,0,0.087671233
11/5/2012,2810,1,0,0,0,0,0,0,0,9.479206555,0.031496063,11.4,0,0.090410959
11/6/2012,2493,0,1,0,0,0,0,0,0,9.431339986,0.011811024,9.75,0,0.093150685
11/7/2012,2719,0,0,1,0,0,0,0,0,9.384065993,0,8.05,1,0.095890411
11/8/2012,2691,0,0,0,1,0,0,0,0,9.337405357,0,5.55,1,0.098630137
11/9/2012,2406,0,0,0,0,1,0,0,0,9.291379181,0,5,1,0.101369863
11/10/2012,1269,0,0,0,0,0,1,0,0,9.246008879,0,3.6,1,0.104109589
11/11/2012,628,0,0,0,0,0,0,1,0,9.201316153,0.598425197,5,0,0.106849315
11/12/2012,1631,1,0,0,0,0,0,0,1,9.157322972,0.141732283,9.45,0,0.109589041
11/13/2012,2087,0,1,0,0,0,0,0,0,9.114051553,0.208661417,9.45,0,0.112328767
11/14/2012,2600,0,0,1,0,0,0,0,0,9.071524332,0.031496063,8.05,0,0.115068493
11/15/2012,2520,0,0,0,1,0,0,0,0,9.029763942,0,6.1,1,0.117808219
11/16/2012,2006,0,0,0,0,1,0,0,0,8.988793182,0.220472441,5.8,0,0.120547945
11/17/2012,640,0,0,0,0,0,1,0,0,8.948634986,0.24015748,9.15,0,0.123287671
11/18/2012,392,0,0,0,0,0,0,1,0,8.909312392,0.311023622,8.05,0,0.126027397
11/19/2012,967,1,0,0,0,0,0,0,0,8.870848508,2.12992126,10.8,0,0.128767123
11/20/2012,1741,0,1,0,0,0,0,0,0,8.833266473,0.149606299,9.15,0,0.131506849
11/21/2012,1370,0,0,1,0,0,0,0,0,8.796589421,0.440944882,6.1,0,0.134246575
11/22/2012,554,0,0,0,1,0,0,0,1,8.760840441,0,5.85,1,0.136986301
11/23/2012,355,0,0,0,0,1,0,0,0,8.726042534,1.25984252,7.75,0,0.139726027
11/24/2012,845,0,0,0,0,0,1,0,0,8.69221857,0,6.4,1,0.142465753
11/25/2012,1018,0,0,0,0,0,0,1,0,8.659391241,0,4.7,1,0.145205479
11/26/2012,2358,1,0,0,0,0,0,0,0,8.627583021,0,5.55,1,0.147945205
11/27/2012,2547,0,1,0,0,0,0,0,0,8.59681611,0,5.85,1,0.150684932
11/28/2012,2034,0,0,1,0,0,0,0,0,8.567112391,0.11023622,5.8,0,0.153424658
11/29/2012,1844,0,0,0,1,0,0,0,0,8.538493377,0.059055118,10.3,0,0.156164384
11/30/2012,1590,0,0,0,0,1,0,0,0,8.510980162,1.401574803,11.4,0,0.15890411
12/1/2012,634,0,0,0,0,0,1,0,0,8.484593371,0.161417323,10.8,0,0.161643836
12/2/2012,527,0,0,0,0,0,0,1,0,8.459353105,0.771653543,7.75,0,0.164383562
12/3/2012,1868,1,0,0,0,0,0,0,0,8.435278895,0.511811024,8.3,0,0.167123288
12/4/2012,2011,0,1,0,0,0,0,0,0,8.412389644,0.559055118,9.45,0,0.169863014
12/5/2012,2300,0,0,1,0,0,0,0,0,8.390703582,0.059055118,6.65,0,0.17260274
12/6/2012,1879,0,0,0,1,0,0,0,0,8.370238213,0.059055118,6.65,0,0.175342466
12/7/2012,1816,0,0,0,0,1,0,0,0,8.351010264,0.039370079,5.55,0,0.178082192
12/8/2012,874,0,0,0,0,0,1,0,0,8.33303564,0,5,1,0.180821918
12/9/2012,422,0,0,0,0,0,0,1,0,8.316329377,0.059055118,4.75,0,0.183561644
12/10/2012,2162,1,0,0,0,0,0,0,0,8.300905595,0.019685039,6.4,0,0.18630137
12/11/2012,1945,0,1,0,0,0,0,0,0,8.286777456,0.118110236,6.7,0,0.189041096
12/12/2012,1848,0,0,1,0,0,0,0,0,8.273957124,0.318897638,5.55,0,0.191780822
12/13/2012,2013,0,0,0,1,0,0,0,0,8.262455726,0.090551181,5.25,0,0.194520548
12/14/2012,1709,0,0,0,0,1,0,0,0,8.252283319,0.311023622,3.6,0,0.197260274
12/15/2012,463,0,0,0,0,0,1,0,0,8.243448854,0.208661417,2.5,0,0.2
12/16/2012,351,0,0,0,0,0,0,1,0,8.235960149,0.88976378,5,0,0.202739726
12/17/2012,1492,1,0,0,0,0,0,0,0,8.229823866,0.078740157,5,0,0.205479452
12/18/2012,1702,0,1,0,0,0,0,0,0,8.225045483,0.12992126,2.25,0,0.208219178
12/19/2012,1020,0,0,1,0,0,0,0,0,8.221629283,0.539370079,5,0,0.210958904
12/20/2012,1077,0,0,0,1,0,0,0,0,8.219578332,0.519685039,3.9,0,0.21369863
12/21/2012,1232,0,0,0,0,1,0,0,0,8.218894477,0.070866142,3.3,0,0.216438356
12/22/2012,493,0,0,0,0,0,1,0,0,8.219578332,0.12992126,6.1,0,0.219178082
12/23/2012,441,0,0,0,0,0,0,1,0,8.221629283,0.25984252,5.25,0,0.221917808
12/24/2012,574,1,0,0,0,0,0,0,0,8.225045483,0.011811024,4.2,0,0.224657534
12/25/2012,98,0,1,0,0,0,0,0,1,8.229823866,0.531496063,4.2,0,0.22739726
12/26/2012,845,0,0,1,0,0,0,0,0,8.235960149,0.181102362,5,0,0.230136986
12/27/2012,1148,0,0,0,1,0,0,0,0,8.243448854,0.161417323,5.55,0,0.232876712
12/28/2012,1257,0,0,0,0,1,0,0,0,8.252283319,0,6.1,1,0.235616438
12/29/2012,487,0,0,0,0,0,1,0,0,8.262455726,0.059055118,4.15,0,0.238356164
12/30/2012,695,0,0,0,0,0,0,1,0,8.273957124,0,2.2,1,0.24109589
12/31/2012,986,1,0,0,0,0,0,0,0,8.286777456,0,1.1,1,0.243835616
1/1/2013,678,0,1,0,0,0,0,0,1,8.300905595,0,1.1,1,0.246575342
1/2/2013,1835,0,0,1,0,0,0,0,0,8.316329377,0,2.5,1,0.249315068
1/3/2013,1803,0,0,0,1,0,0,0,0,8.33303564,0.161417323,2.5,0,0.252054795
1/4/2013,1712,0,0,0,0,1,0,0,0,8.351010264,0.098425197,6.1,0,0.254794521
1/5/2013,719,0,0,0,0,0,1,0,0,8.370238213,0.118110236,5.55,0,0.257534247
1/6/2013,706,0,0,0,0,0,0,1,0,8.390703582,0.078740157,5,0,0.260273973
1/7/2013,1893,1,0,0,0,0,0,0,0,8.412389644,0.090551181,7.2,0,0.263013699
1/8/2013,1578,0,1,0,0,0,0,0,0,8.435278895,0.641732283,8.65,0,0.265753425
1/9/2013,1347,0,0,1,0,0,0,0,0,8.459353105,1.511811024,5.85,0,0.268493151
1/10/2013,1810,0,0,0,1,0,0,0,0,8.484593371,0.011811024,1.35,0,0.271232877
1/11/2013,1570,0,0,0,0,1,0,0,0,8.510980162,0,0,1,0.273972603
1/12/2013,677,0,0,0,0,0,1,0,0,8.538493377,0,-0.55,1,0.276712329
1/13/2013,559,0,0,0,0,0,0,1,0,8.567112391,0,-1.1,1,0.279452055
1/14/2013,1869,1,0,0,0,0,0,0,0,8.59681611,0,0.55,1,0.282191781
1/15/2013,2066,0,1,0,0,0,0,0,0,8.627583021,0,3.05,1,0.284931507
1/16/2013,1950,0,0,1,0,0,0,0,0,8.659391241,0,1.1,1,0.287671233
1/17/2013,1777,0,0,0,1,0,0,0,0,8.69221857,0,0.55,1,0.290410959
1/18/2013,1585,0,0,0,0,1,0,0,0,8.726042534,0,1.1,1,0.293150685
1/19/2013,760,0,0,0,0,0,1,0,0,8.760840441,0,0.25,1,0.295890411
1/20/2013,801,0,0,0,0,0,0,1,0,8.796589421,0,1.35,1,0.298630137
1/21/2013,1276,1,0,0,0,0,0,0,1,8.833266473,0,0.25,1,0.301369863
1/22/2013,1965,0,1,0,0,0,0,0,0,8.870848508,0,0.8,1,0.304109589
1/23/2013,1767,0,0,1,0,0,0,0,0,8.909312392,0.200787402,4.7,0,0.306849315
1/24/2013,1955,0,0,0,1,0,0,0,0,8.948634986,0.228346457,4.15,0,0.309589041
1/25/2013,1861,0,0,0,0,1,0,0,0,8.988793182,0.118110236,6.7,0,0.312328767
1/26/2013,544,0,0,0,0,0,1,0,0,9.029763942,0.090551181,6.1,0,0.315068493
1/27/2013,643,0,0,0,0,0,0,1,0,9.071524332,0.070866142,4.75,0,0.317808219
1/28/2013,1708,1,0,0,0,0,0,0,0,9.114051553,0.311023622,4.7,0,0.320547945
1/29/2013,1789,0,1,0,0,0,0,0,0,9.157322972,0.169291339,6.65,0,0.323287671
1/30/2013,1760,0,0,1,0,0,0,0,0,9.201316153,0.141732283,7.8,0,0.326027397
1/31/2013,1921,0,0,0,1,0,0,0,0,9.246008879,0.118110236,8.3,0,0.328767123
2/1/2013,2108,0,0,0,0,1,0,0,0,9.291379181,0.011811024,8.35,0,0.331506849
2/2/2013,1133,0,0,0,0,0,1,0,0,9.337405357,0,4.45,1,0.334246575
2/3/2013,868,0,0,0,0,0,0,1,0,9.384065993,0.090551181,5.85,0,0.336986301
2/4/2013,2288,1,0,0,0,0,0,0,0,9.431339986,0,8.65,1,0.339726027
2/5/2013,2012,0,1,0,0,0,0,0,0,9.479206555,0.12992126,8.35,0,0.342465753
2/6/2013,1995,0,0,1,0,0,0,0,0,9.527645258,0.039370079,8.35,0,0.345205479
2/7/2013,2187,0,0,0,1,0,0,0,0,9.576636007,0.051181102,6.35,0,0.347945205
2/8/2013,2161,0,0,0,0,1,0,0,0,9.626159077,0,5,1,0.350684932
2/9/2013,1114,0,0,0,0,0,1,0,0,9.676195118,0.011811024,6.35,0,0.353424658
2/10/2013,1312,0,0,0,0,0,0,1,0,9.726725161,0,5.3,1,0.356164384
2/11/2013,2145,1,0,0,0,0,0,0,0,9.777730625,0.011811024,6.35,0,0.35890411
2/12/2013,2105,0,1,0,0,0,0,0,0,9.829193325,0.039370079,9.15,0,0.361643836
2/13/2013,2066,0,0,1,0,0,0,0,0,9.881095472,0.090551181,8.3,0,0.364383562
2/14/2013,1884,0,0,0,1,0,0,0,0,9.933419678,0.039370079,7.5,0,0.367123288
2/15/2013,2304,0,0,0,0,1,0,0,0,9.986148955,0,9.15,1,0.369863014
2/16/2013,1017,0,0,0,0,0,1,0,0,10.03926672,0,7.5,1,0.37260274
2/17/2013,869,0,0,0,0,0,0,1,0,10.09275678,0,6.9,1,0.375342466
2/18/2013,1481,1,0,0,0,0,0,0,1,10.14660335,0,5.85,1,0.378082192
2/19/2013,2586,0,1,0,0,0,0,0,0,10.20079104,0,6.15,1,0.380821918
2/20/2013,2217,0,0,1,0,0,0,0,0,10.25530485,0.059055118,4.45,0,0.383561644
2/21/2013,1891,0,0,0,1,0,0,0,0,10.31013014,0.019685039,5.3,0,0.38630137
2/22/2013,1360,0,0,0,0,1,0,0,0,10.3652527,0.37007874,5.85,0,0.389041096
2/23/2013,1126,0,0,0,0,0,1,0,0,10.42065864,0.011811024,6.95,0,0.391780822
2/24/2013,1122,0,0,0,0,0,0,1,0,10.47633446,0,6.95,1,0.394520548
2/25/2013,2086,1,0,0,0,0,0,0,0,10.53226702,0.090551181,6.95,0,0.397260274
2/26/2013,2497,0,1,0,0,0,0,0,0,10.58844352,0.019685039,6.4,0,0.4
2/27/2013,2334,0,0,1,0,0,0,0,0,10.6448515,0.181102362,7.2,0,0.402739726
2/28/2013,1759,0,0,0,1,0,0,0,0,10.70147882,0.318897638,9.2,0,0.405479452
3/1/2013,1845,0,0,0,0,1,0,0,0,10.75831368,0.161417323,13.05,0,0.408219178
3/2/2013,1233,0,0,0,0,0,1,0,0,10.81534455,0.031496063,9.45,0,0.410958904
3/3/2013,1690,0,0,0,0,0,0,1,0,10.87256024,0,6.65,1,0.41369863
3/4/2013,2791,1,0,0,0,0,0,0,0,10.9299498,0,6.65,1,0.416438356
3/5/2013,2398,0,1,0,0,0,0,0,0,10.98750259,0,7.75,1,0.419178082
3/6/2013,2041,0,0,1,0,0,0,0,0,11.0452082,0.468503937,6.1,0,0.421917808
3/7/2013,2150,0,0,0,1,0,0,0,0,11.10305648,0.291338583,8.6,0,0.424657534
3/8/2013,2739,0,0,0,0,1,0,0,0,11.16103751,0,6.95,1,0.42739726
3/9/2013,2430,0,0,0,0,0,1,0,0,11.21914159,0,6.95,1,0.430136986
3/10/2013,1046,0,0,0,0,0,0,1,0,11.27735924,0.031496063,5.85,0,0.432876712
3/11/2013,2250,1,0,0,0,0,0,0,0,11.33568114,0.051181102,8.35,0,0.435616438
3/12/2013,1980,0,1,0,0,0,0,0,0,11.39409818,0.078740157,11.4,0,0.438356164
3/13/2013,1894,0,0,1,0,0,0,0,0,11.4526014,0.090551181,10.55,0,0.44109589
3/14/2013,2202,0,0,0,1,0,0,0,0,11.511182,0.11023622,10.55,0,0.443835616
3/15/2013,2355,0,0,0,0,1,0,0,0,11.56983131,0,11.65,1,0.446575342
3/16/2013,1063,0,0,0,0,0,1,0,0,11.62854078,0.169291339,7.5,0,0.449315068
3/17/2013,1295,0,0,0,0,0,0,1,0,11.68730197,0,6.4,1,0.452054795
3/18/2013,2381,1,0,0,0,0,0,0,0,11.74610654,0,7.8,1,0.454794521
3/19/2013,2312,0,1,0,0,0,0,0,0,11.80494622,0.460629921,7.25,0,0.457534247
3/20/2013,1507,0,0,1,0,0,0,0,0,11.86381281,0.38976378,7.75,0,0.460273973
3/21/2013,1924,0,0,0,1,0,0,0,0,11.92269814,0.318897638,6.1,0,0.463013699
3/22/2013,1862,0,0,0,0,1,0,0,0,11.98159411,0,5,1,0.465753425
3/23/2013,1752,0,0,0,0,0,1,0,0,12.04049261,0,5.55,1,0.468493151
3/24/2013,1385,0,0,0,0,0,0,1,0,12.09938554,0,6.4,1,0.471232877
3/25/2013,3159,1,0,0,0,0,0,0,0,12.1582648,0,10.55,1,0.473972603
3/26/2013,3015,0,1,0,0,0,0,0,0,12.21712225,0,11.4,1,0.476712329
3/27/2013,2617,0,0,1,0,0,0,0,0,12.27594973,0.011811024,10.25,0,0.479452055
3/28/2013,2706,0,0,0,1,0,0,0,0,12.33473901,0.078740157,12.2,0,0.482191781
3/29/2013,3207,0,0,0,0,1,0,0,0,12.39348178,0,13.05,1,0.484931507
3/30/2013,2497,0,0,0,0,0,1,0,0,12.45216969,0,12.8,1,0.487671233
3/31/2013,2363,0,0,0,0,0,0,1,0,12.51079424,0,13.65,1,0.490410959
4/1/2013,3248,1,0,0,0,0,0,0,0,12.56934684,0,12.75,1,0.493150685
4/2/2013,3287,0,1,0,0,0,0,0,0,12.62781879,0,11.4,1,0.495890411
4/3/2013,3486,0,0,1,0,0,0,0,0,12.68620121,0,12.25,1,0.498630137
4/4/2013,2007,0,0,0,1,0,0,0,0,12.74448509,0.330708661,12.2,0,0.501369863
4/5/2013,1842,0,0,0,0,1,0,0,0,12.80266125,0.728346457,11.95,0,0.504109589
4/6/2013,789,0,0,0,0,0,1,0,0,12.86072031,0.5,9.7,0,0.506849315
4/7/2013,577,0,0,0,0,0,0,1,0,12.91865271,1.539370079,6.65,0,0.509589041
4/8/2013,2689,1,0,0,0,0,0,0,0,12.97644866,0.031496063,9.7,0,0.512328767
4/9/2013,2900,0,1,0,0,0,0,0,0,13.03409817,0,9.15,1,0.515068493
4/10/2013,2113,0,0,1,0,0,0,0,0,13.09159098,0.37007874,11.95,0,0.517808219
4/11/2013,2499,0,0,0,1,0,0,0,0,13.1489166,0.059055118,9.45,0,0.520547945
4/12/2013,2045,0,0,0,0,1,0,0,0,13.20606428,0.381889764,6.1,0,0.523287671
4/13/2013,846,0,0,0,0,0,1,0,0,13.26302298,0.37007874,6.95,0,0.526027397
4/14/2013,1464,0,0,0,0,0,0,1,0,13.31978137,0.228346457,8.6,0,0.528767123
4/15/2013,2687,1,0,0,0,0,0,0,0,13.37632784,0,9.15,1,0.531506849
4/16/2013,3076,0,1,0,0,0,0,0,0,13.43265045,0.011811024,8.6,0,0.534246575
4/17/2013,2939,0,0,1,0,0,0,0,0,13.48873696,0,9.45,1,0.536986301
4/18/2013,1972,0,0,0,1,0,0,0,0,13.54457476,0.208661417,9.2,0,0.539726027
4/19/2013,1385,0,0,0,0,1,0,0,0,13.60015094,0.811023622,11.35,0,0.542465753
4/20/2013,1032,0,0,0,0,0,1,0,0,13.65545221,0,11.1,1,0.545205479
4/21/2013,968,0,0,0,0,0,0,1,0,13.71046493,0.12992126,9.45,0,0.547945205
4/22/2013,3633,1,0,0,0,0,0,0,0,13.76517511,0,10.55,1,0.550684932
4/23/2013,3942,0,1,0,0,0,0,0,0,13.81956836,0,10.85,1,0.553424658
4/24/2013,4450,0,0,1,0,0,0,0,0,13.87362991,0,13.6,1,0.556164384
4/25/2013,4166,0,0,0,1,0,0,0,0,13.92734461,0,14.2,1,0.55890411
4/26/2013,3457,0,0,0,0,1,0,0,0,13.98069693,0,14.45,1,0.561643836
4/27/2013,1214,0,0,0,0,0,1,0,0,14.03367093,0,12.25,1,0.564383562
4/28/2013,1190,0,0,0,0,0,0,1,0,14.08625027,0.039370079,12.2,0,0.567123288
4/29/2013,2693,1,0,0,0,0,0,0,0,14.13841822,0.149606299,10.3,0,0.569863014
4/30/2013,3402,0,1,0,0,0,0,0,0,14.19015763,0,8.6,1,0.57260274
5/1/2013,5017,0,0,1,0,0,0,0,0,14.24145097,0,10.8,1,0.575342466
5/2/2013,4877,0,0,0,1,0,0,0,0,14.29228031,0,13.65,1,0.578082192
5/3/2013,4520,0,0,0,0,1,0,0,0,14.3426273,0,15.55,1,0.580821918
5/4/2013,2912,0,0,0,0,0,1,0,0,14.39247322,0,18.05,1,0.583561644
5/5/2013,3003,0,0,0,0,0,0,1,0,14.44179896,0,20.3,1,0.58630137
5/6/2013,5066,1,0,0,0,0,0,0,0,14.49058502,0,21.4,1,0.589041096
5/7/2013,5103,0,1,0,0,0,0,0,0,14.53881155,0,15.85,1,0.591780822
5/8/2013,4972,0,0,1,0,0,0,0,0,14.58645831,0,15.25,1,0.594520548
5/9/2013,4663,0,0,0,1,0,0,0,0,14.63350475,0,16.4,1,0.597260274
5/10/2013,4866,0,0,0,0,1,0,0,0,14.67992995,0,17.75,1,0.6
5/11/2013,2481,0,0,0,0,0,1,0,0,14.7257127,0,19.7,1,0.602739726
5/12/2013,1263,0,0,0,0,0,0,1,0,14.77083147,0.25984252,17.8,0,0.605479452
5/13/2013,3367,1,0,0,0,0,0,0,0,14.81526446,0.12992126,14.15,0,0.608219178
5/14/2013,4575,0,1,0,0,0,0,0,0,14.85898959,0,13.05,1,0.610958904
5/15/2013,3896,0,0,1,0,0,0,0,0,14.90198458,0.039370079,13.05,0,0.61369863
5/16/2013,4274,0,0,0,1,0,0,0,0,14.9442269,0,16.95,1,0.616438356
5/17/2013,4783,0,0,0,0,1,0,0,0,14.98569386,0.019685039,14.45,0,0.619178082
5/18/2013,1814,0,0,0,0,0,1,0,0,15.0263626,0,13.9,1,0.621917808
5/19/2013,2136,0,0,0,0,0,0,1,0,15.06621015,0,14.45,1,0.624657534
5/20/2013,4649,1,0,0,0,0,0,0,0,15.10521344,0,14.4,1,0.62739726
5/21/2013,2481,0,1,0,0,0,0,0,0,15.14334934,0.539370079,11.95,0,0.630136986
5/22/2013,2860,0,0,1,0,0,0,0,0,15.18059472,0.539370079,9.15,0,0.632876712
5/23/2013,3023,0,0,0,1,0,0,0,0,15.21692644,0.161417323,9.45,0,0.635616438
5/24/2013,3373,0,0,0,0,1,0,0,0,15.25232146,0.011811024,12.8,0,0.638356164
5/25/2013,1766,0,0,0,0,0,1,0,0,15.28675681,0,13.9,1,0.64109589
5/26/2013,1191,0,0,0,0,0,0,1,0,15.32020968,0.059055118,14.45,0,0.643835616
5/27/2013,769,1,0,0,0,0,0,0,1,15.35265747,0.381889764,13.9,0,0.646575342
5/28/2013,3359,0,1,0,0,0,0,0,0,15.38407778,0.019685039,14.45,0,0.649315068
5/29/2013,3137,0,0,1,0,0,0,0,0,15.41444854,0.220472441,12.75,0,0.652054795
5/30/2013,3963,0,0,0,1,0,0,0,0,15.443748,0,13.05,1,0.654794521
5/31/2013,4415,0,0,0,0,1,0,0,0,15.47195478,0,15.25,1,0.657534247
6/1/2013,2240,0,0,0,0,0,1,0,0,15.49904798,0,17.5,1,0.660273973
6/2/2013,2676,0,0,0,0,0,0,1,0,15.52500715,0.039370079,16.4,0,0.663013699
6/3/2013,4292,1,0,0,0,0,0,0,0,15.5498124,0,16.65,1,0.665753425
6/4/2013,5121,0,1,0,0,0,0,0,0,15.57344443,0,19.15,1,0.668493151
6/5/2013,5038,0,0,1,0,0,0,0,0,15.59588458,0,20.55,1,0.671232877
6/6/2013,4639,0,0,0,1,0,0,0,0,15.6171149,0,19.45,1,0.673972603
6/7/2013,3676,0,0,0,0,1,0,0,0,15.63711815,0,17.5,1,0.676712329
6/8/2013,2179,0,0,0,0,0,1,0,0,15.65587792,0,16.7,1,0.679452055
6/9/2013,2081,0,0,0,0,0,0,1,0,15.67337862,0,15.85,1,0.682191781
6/10/2013,4369,1,0,0,0,0,0,0,0,15.68960556,0,16.7,1,0.684931507
6/11/2013,3678,0,1,0,0,0,0,0,0,15.70454497,0,15,1,0.687671233
6/12/2013,4005,0,0,1,0,0,0,0,0,15.71818405,0.011811024,16.15,0,0.690410959
6/13/2013,3915,0,0,0,1,0,0,0,0,15.73051103,0,16.4,1,0.693150685
6/14/2013,3322,0,0,0,0,1,0,0,0,15.74151517,0,16.1,1,0.695890411
6/15/2013,2556,0,0,0,0,0,1,0,0,15.75118684,0,17.8,1,0.698630137
6/16/2013,2302,0,0,0,0,0,0,1,0,15.7595175,0,18.35,1,0.701369863
6/17/2013,4252,1,0,0,0,0,0,0,0,15.76649976,0,19.75,1,0.704109589
6/18/2013,4526,0,1,0,0,0,0,0,0,15.77212741,0.011811024,18.3,0,0.706849315
6/19/2013,3655,0,0,1,0,0,0,0,0,15.77639541,0,16.4,1,0.709589041
6/20/2013,2471,0,0,0,1,0,0,0,0,15.77929994,0.118110236,15,0,0.712328767
6/21/2013,3010,0,0,0,0,1,0,0,0,15.78083838,0.011811024,16.4,0,0.715068493
6/22/2013,3143,0,0,0,0,0,1,0,0,15.78100935,0,18.65,1,0.717808219
6/23/2013,1644,0,0,0,0,0,0,1,0,15.7798127,0.311023622,18.6,0,0.720547945
6/24/2013,2432,1,0,0,0,0,0,0,0,15.77724949,0.188976378,17.5,0,0.723287671
6/25/2013,2649,0,1,0,0,0,0,0,0,15.77332205,0.38976378,18.85,0,0.726027397
6/26/2013,2904,0,0,1,0,0,0,0,0,15.76803389,0.078740157,18.6,0,0.728767123
6/27/2013,2928,0,0,0,1,0,0,0,0,15.76138974,0.141732283,18.9,0,0.731506849
6/28/2013,4099,0,0,0,0,1,0,0,0,15.75339553,0,23.35,1,0.734246575
6/29/2013,2732,0,0,0,0,0,1,0,0,15.74405836,0,24.15,1,0.736986301
6/30/2013,2746,0,0,0,0,0,0,1,0,15.73338647,0,25.55,1,0.739726027
7/1/2013,4207,1,0,0,0,0,0,0,0,15.72138924,0,25,1,0.742465753
7/2/2013,4696,0,1,0,0,0,0,0,0,15.70807712,0,21.95,1,0.745205479
7/3/2013,4255,0,0,1,0,0,0,0,0,15.69346163,0,21.4,1,0.747945205
7/4/2013,3749,0,0,0,1,0,0,0,1,15.67755533,0,17.8,1,0.750684932
7/5/2013,3088,0,0,0,0,1,0,0,0,15.66037172,0,18.6,1,0.753424658
7/6/2013,2922,0,0,0,0,0,1,0,0,15.64192529,0,19.7,1,0.756164384
7/7/2013,2595,0,0,0,0,0,0,1,0,15.6222314,0,18.9,1,0.75890411
7/8/2013,4347,1,0,0,0,0,0,0,0,15.60130627,0,20,1,0.761643836
7/9/2013,4816,0,1,0,0,0,0,0,0,15.57916692,0,22.5,1,0.764383562
7/10/2013,4607,0,0,1,0,0,0,0,0,15.55583114,0,18.05,1,0.767123288
7/11/2013,4100,0,0,0,1,0,0,0,0,15.53131741,0,17.5,1,0.769863014
7/12/2013,3696,0,0,0,0,1,0,0,0,15.50564487,0,16.35,1,0.77260274
7/13/2013,2698,0,0,0,0,0,1,0,0,15.47883329,0,18.6,1,0.775342466
7/14/2013,2640,0,0,0,0,0,0,1,0,15.45090296,0,20.3,1,0.778082192
7/15/2013,4418,1,0,0,0,0,0,0,0,15.42187468,0,21.1,1,0.780821918
7/16/2013,4593,0,1,0,0,0,0,0,0,15.39176972,0,24.7,1,0.783561644
7/17/2013,4171,0,0,1,0,0,0,0,0,15.36060974,0,18.6,1,0.78630137
7/18/2013,4386,0,0,0,1,0,0,0,0,15.32841674,0,20,1,0.789041096
7/19/2013,3915,0,0,0,0,1,0,0,0,15.29521302,0,20.55,1,0.791780822
7/20/2013,2511,0,0,0,0,0,1,0,0,15.26102116,0,19.15,1,0.794520548
