TI,code,age,gender,edu,manage,conhour,contype,lmx,infshare,voice,paysatis,fair,proact,caropp
1,FJblack,-9.361072902,0.570151307,-0.920220083,-0.237276479,3.438101788,0.195323246,0.175206327,-1.517881706,-0.186898212,0.630215497,-0.36670392,0.061072902,-0.292755617
2,FJblack,-18.3610729,-0.429848693,0.079779917,-0.237276479,8.438101788,0.195323246,-0.074793673,-1.517881706,-0.936898212,-0.369784503,-0.05420392,-1.138927098,0.37391105
2,FJblack,-10.3610729,-0.429848693,-0.920220083,-0.237276479,3.438101788,0.195323246,-0.074793673,-1.517881706,-0.436898212,0.630215497,-0.24170392,-0.738927098,-0.292755617
2,FJblack,-16.3610729,-0.429848693,-0.920220083,-0.237276479,8.438101788,-0.804676754,-0.158127006,-1.017881706,0.313101788,0.630215497,-0.30420392,-0.938927098,0.707244383
1,FJblue,19.6389271,-0.429848693,0.079779917,0.762723521,8.438101788,0.195323246,1.008539661,0.482118294,1.563101788,0.296882164,0.94579608,0.261072902,0.707244383
2.333333333,FJblue,-14.3610729,-0.429848693,0.079779917,-0.237276479,8.438101788,-0.804676754,-0.074793673,-1.017881706,-0.436898212,-0.036451169,0.07079608,0.061072902,0.707244383
3,FJblue,13.6389271,-0.429848693,-1.920220083,-0.237276479,-11.56189821,0.195323246,-0.324793673,-0.017881706,0.313101788,-0.369784503,-0.17920392,-0.338927098,-0.292755617
2,FJblue,-18.3610729,0.570151307,-1.920220083,-0.237276479,8.438101788,-0.804676754,-0.241460339,-0.517881706,0.063101788,-0.036451169,0.00829608,-0.938927098,0.37391105
1.333333333,FJgold,7.638927098,-0.429848693,0.079779917,0.762723521,8.438101788,0.195323246,0.591872994,0.982118294,0.563101788,0.630215497,0.50829608,0.261072902,0.707244383
2,FJgold,8.638927098,-0.429848693,-0.920220083,-0.237276479,8.438101788,0.195323246,-1.574793673,-1.517881706,0.063101788,0.296882164,-0.36670392,-0.738927098,-0.292755617
3,FJgold,-0.361072902,-0.429848693,-0.920220083,-0.237276479,8.438101788,0.195323246,-0.158127006,0.482118294,1.563101788,-0.369784503,0.50829608,-0.738927098,-0.292755617
3.333333333,FJgreen,-12.3610729,-0.429848693,1.079779917,-0.237276479,-11.56189821,0.195323246,0.175206327,0.482118294,1.063101788,-0.369784503,-0.61670392,-0.138927098,0.37391105
1,FJgreen,14.6389271,0.570151307,-0.920220083,0.762723521,8.438101788,0.195323246,0.008539661,0.982118294,0.813101788,0.630215497,0.50829608,0.061072902,0.707244383
1,FJgreen,-0.361072902,0.570151307,2.079779917,0.762723521,8.438101788,0.195323246,-0.324793673,1.482118294,-0.936898212,-1.703117836,-1.11670392,1.061072902,-0.959422283
2,FJgreen,15.6389271,0.570151307,-0.920220083,-0.237276479,3.438101788,0.195323246,-0.241460339,1.482118294,0.063101788,0.630215497,-0.24170392,-0.138927098,-1.292755617
1.666666667,FJgreen,13.6389271,0.570151307,-0.920220083,-0.237276479,8.438101788,-0.804676754,-0.158127006,0.982118294,0.313101788,-0.369784503,0.07079608,0.261072902,0.37391105
1,FJgreen,11.6389271,0.570151307,-0.920220083,-0.237276479,8.438101788,0.195323246,0.091872994,1.482118294,1.563101788,1.296882164,1.13329608,-0.138927098,1.707244383
2.666666667,FJgreen,17.6389271,0.570151307,0.079779917,-0.237276479,3.438101788,0.195323246,-0.574793673,1.482118294,0.563101788,0.296882164,-0.42920392,-0.138927098,-0.292755617
1.666666667,FJgrey,11.6389271,0.570151307,-0.920220083,-0.237276479,1.438101788,0.195323246,0.341872994,0.482118294,0.563101788,0.296882164,0.44579608,-0.138927098,-0.292755617
1.666666667,FJgrey,21.6389271,0.570151307,-1.920220083,-0.237276479,-0.561898212,0.195323246,-0.241460339,0.482118294,0.563101788,0.963548831,0.19579608,-0.138927098,0.040577717
4,FJpink,-12.3610729,0.570151307,1.079779917,-0.237276479,-1.561898212,0.195323246,0.675206327,1.482118294,0.313101788,0.630215497,0.44579608,0.461072902,1.040577717
2,FJpink,-1.361072902,-0.429848693,-1.920220083,-0.237276479,8.438101788,0.195323246,0.925206327,0.982118294,0.813101788,-1.036451169,-0.74170392,-0.138927098,0.707244383
1,FJpink,20.6389271,-0.429848693,-1.920220083,-0.237276479,5.438101788,0.195323246,0.508539661,-0.017881706,-0.686898212,0.630215497,0.07079608,-0.538927098,1.040577717
4,FJpurple,-1.361072902,0.570151307,-1.920220083,0.762723521,8.438101788,0.195323246,0.175206327,0.482118294,0.063101788,-0.703117836,-0.05420392,1.061072902,-0.62608895
1.666666667,FJpurple,15.6389271,0.570151307,0.079779917,-0.237276479,-1.561898212,0.195323246,-0.074793673,-1.517881706,-0.436898212,-1.036451169,-1.17920392,0.061072902,-0.292755617
1.333333333,FJpurple,19.6389271,0.570151307,-1.920220083,-0.237276479,3.438101788,0.195323246,-0.491460339,0.482118294,-1.186898212,-0.369784503,-0.61670392,-0.338927098,-0.959422283
2.666666667,FJred,-9.361072902,0.570151307,-0.920220083,-0.237276479,-11.56189821,0.195323246,0.091872994,0.482118294,0.313101788,0.630215497,0.94579608,0.861072902,0.37391105
2,FJred,16.6389271,0.570151307,2.079779917,-0.237276479,-7.561898212,0.195323246,0.175206327,0.982118294,1.313101788,0.630215497,-0.11670392,0.061072902,-0.62608895
1.666666667,FJred,9.638927098,-0.429848693,-0.920220083,-0.237276479,8.438101788,0.195323246,0.675206327,1.482118294,1.063101788,0.630215497,0.13329608,0.661072902,-0.292755617
1,FJsilver,-9.361072902,-0.429848693,-0.920220083,-0.237276479,8.438101788,0.195323246,0.341872994,-0.517881706,1.063101788,-0.703117836,0.07079608,-0.538927098,0.707244383
3,FJsilver,4.638927098,-0.429848693,-0.920220083,-0.237276479,8.438101788,0.195323246,0.425206327,-1.517881706,-1.186898212,-0.036451169,0.50829608,-0.938927098,0.707244383
1.666666667,FJsilver,-8.361072902,0.570151307,1.079779917,-0.237276479,8.438101788,0.195323246,0.425206327,-0.517881706,-0.436898212,0.630215497,0.00829608,-0.138927098,0.707244383
1,FJturquoise,-2.361072902,0.570151307,-1.920220083,-0.237276479,7.438101788,0.195323246,1.258539661,-1.017881706,1.813101788,1.630215497,1.63329608,1.061072902,0.37391105
1,FJturquoise,22.6389271,0.570151307,-0.920220083,0.762723521,14.43810179,0.195323246,0.758539661,-0.017881706,-0.436898212,1.630215497,1.63329608,0.861072902,1.707244383
3,GHgeel,14.6389271,-0.429848693,0.079779917,0.762723521,6.438101788,0.195323246,0.008539661,-2.017881706,-0.186898212,-0.036451169,0.19579608,0.061072902,-0.292755617
2,GHgeel,-15.3610729,-0.429848693,0.079779917,-0.237276479,6.438101788,0.195323246,0.091872994,0.982118294,-0.186898212,-0.369784503,0.50829608,-0.338927098,0.707244383
4,GHgeel,0.638927098,-0.429848693,-1.920220083,0.762723521,4.438101788,0.195323246,0.091872994,0.482118294,0.313101788,0.630215497,0.00829608,0.061072902,0.707244383
3,GHgeel,-0.361072902,-0.429848693,-2.920220083,0.762723521,8.438101788,-0.804676754,-1.408127006,-1.517881706,-1.436898212,-1.703117836,-2.36670392,-0.138927098,-2.292755617
1.666666667,GHoranje,17.6389271,0.570151307,1.079779917,0.762723521,-7.561898212,0.195323246,-0.324793673,-0.517881706,0.313101788,1.630215497,0.75829608,-0.338927098,0.040577717
2.333333333,GHoranje,-12.3610729,-0.429848693,2.079779917,-0.237276479,-31.56189821,0.195323246,0.841872994,0.982118294,0.813101788,1.630215497,0.75829608,0.261072902,1.37391105
2.333333333,GHoranje,2.638927098,-0.429848693,0.079779917,-0.237276479,8.438101788,0.195323246,0.175206327,-1.517881706,0.563101788,0.296882164,0.13329608,-0.138927098,0.37391105
3.333333333,GHoranje,-3.361072902,-0.429848693,1.079779917,0.762723521,8.438101788,0.195323246,0.175206327,-0.017881706,1.063101788,0.296882164,0.13329608,0.261072902,-0.292755617
1,GHoranje,-13.3610729,-0.429848693,2.079779917,-0.237276479,6.438101788,-0.804676754,0.341872994,-0.017881706,0.313101788,0.630215497,0.25829608,0.261072902,1.37391105
2,GHpaars,-13.3610729,-0.429848693,0.079779917,0.762723521,-8.561898212,0.195323246,0.675206327,-1.517881706,1.063101788,-0.369784503,0.57079608,0.061072902,0.707244383
2.666666667,GHpaars,-6.361072902,-0.429848693,0.079779917,0.762723521,8.438101788,0.195323246,-0.574793673,-0.017881706,0.313101788,-1.036451169,-0.30420392,-0.338927098,-0.292755617
1,GHrood,-10.3610729,0.570151307,0.079779917,-0.237276479,-15.56189821,0.195323246,0.175206327,1.482118294,-0.186898212,0.296882164,0.25829608,0.461072902,0.707244383
1.333333333,GHrood,7.638927098,-0.429848693,0.079779917,0.762723521,6.438101788,0.195323246,-0.074793673,-2.517881706,-0.936898212,-0.703117836,-0.36670392,0.061072902,-0.292755617
3.333333333,GHrood,-15.3610729,-0.429848693,1.079779917,-0.237276479,8.438101788,0.195323246,0.091872994,-1.517881706,-0.936898212,-0.369784503,0.50829608,0.261072902,-0.959422283
1.666666667,GHrood,5.638927098,0.570151307,-1.920220083,-0.237276479,-6.561898212,0.195323246,-0.574793673,-2.017881706,-1.686898212,-1.369784503,-1.80420392,-0.138927098,-2.292755617
1.333333333,GHrood,6.638927098,0.570151307,0.079779917,-0.237276479,6.438101788,0.195323246,0.008539661,-2.517881706,-0.686898212,-1.036451169,-1.11670392,0.861072902,-0.959422283
1,GHzwart,-13.3610729,-0.429848693,0.079779917,-0.237276479,-31.56189821,-0.804676754,0.091872994,-0.517881706,-0.686898212,-0.036451169,0.75829608,-0.138927098,-0.62608895
1,GHzwart,-7.361072902,-0.429848693,0.079779917,0.762723521,8.438101788,0.195323246,1.258539661,1.482118294,1.813101788,0.963548831,1.63329608,1.061072902,1.707244383
1.666666667,GHzwart,-6.361072902,-0.429848693,0.079779917,0.762723521,4.438101788,-0.804676754,-0.074793673,-0.517881706,-0.186898212,-0.703117836,-0.42920392,-1.138927098,-0.292755617
3.666666667,IFgroen,-14.3610729,0.570151307,2.079779917,-0.237276479,-25.56189821,0.195323246,0.341872994,1.482118294,1.063101788,0.963548831,0.75829608,1.061072902,-0.62608895
1.666666667,IFgroen,-14.3610729,0.570151307,0.079779917,-0.237276479,-6.561898212,0.195323246,0.008539661,1.482118294,1.563101788,0.963548831,-0.11670392,-0.138927098,0.707244383
1.333333333,IFgroen,15.6389271,-0.429848693,0.079779917,-0.237276479,6.438101788,0.195323246,0.008539661,-1.517881706,-1.186898212,0.630215497,0.07079608,0.061072902,0.040577717
2.666666667,IFgroen,24.6389271,-0.429848693,1.079779917,-0.237276479,-15.56189821,0.195323246,0.258539661,1.482118294,0.313101788,0.296882164,0.75829608,0.461072902,-0.292755617
1,IFgroen,3.638927098,-0.429848693,0.079779917,-0.237276479,6.438101788,0.195323246,0.758539661,-2.017881706,-0.936898212,0.630215497,0.63329608,1.061072902,0.707244383
1.333333333,IFgroen,2.638927098,-0.429848693,0.079779917,0.762723521,6.438101788,0.195323246,-1.991460339,-0.517881706,-0.436898212,-0.369784503,0.75829608,0.461072902,1.707244383
1,IFgroen,-3.361072902,0.570151307,1.079779917,0.762723521,0.438101788,0.195323246,0.841872994,1.482118294,0.313101788,-0.369784503,0.38329608,0.661072902,1.707244383
1,IFgroen,-1.361072902,0.570151307,0.079779917,-0.237276479,-17.56189821,0.195323246,0.258539661,-0.517881706,0.313101788,0.296882164,0.19579608,1.061072902,0.707244383
4,IFgroen,-14.3610729,-0.429848693,0.079779917,-0.237276479,-31.56189821,0.195323246,-0.241460339,-1.017881706,0.313101788,0.296882164,-0.36670392,0.461072902,-0.959422283
3.333333333,IFpaars,12.6389271,-0.429848693,0.079779917,-0.237276479,8.438101788,0.195323246,0.175206327,1.482118294,0.313101788,-0.369784503,-0.61670392,0.261072902,-0.292755617
3.333333333,IFpaars,11.6389271,-0.429848693,0.079779917,-0.237276479,8.438101788,0.195323246,-0.074793673,1.482118294,1.063101788,-2.036451169,-0.42920392,0.061072902,0.707244383
1.666666667,IFpaars,-7.361072902,0.570151307,-0.920220083,-0.237276479,2.438101788,0.195323246,-0.491460339,1.482118294,-0.686898212,0.630215497,0.32079608,0.061072902,0.707244383
3.333333333,IFpaars,10.6389271,-0.429848693,1.079779917,-0.237276479,8.438101788,0.195323246,-0.824793673,0.482118294,-0.686898212,-0.703117836,-0.36670392,-0.138927098,-1.292755617
2.666666667,IFpaars,0.638927098,-0.429848693,1.079779917,-0.237276479,6.438101788,0.195323246,0.091872994,1.482118294,-0.436898212,-0.036451169,0.00829608,-0.138927098,0.707244383
2.333333333,IFpaars,-13.3610729,0.570151307,-0.920220083,-0.237276479,8.438101788,-0.804676754,0.258539661,1.482118294,-0.686898212,0.630215497,-0.05420392,0.061072902,-0.62608895
1,IFpaars,-11.3610729,-0.429848693,0.079779917,-0.237276479,8.438101788,0.195323246,-0.241460339,0.482118294,-0.686898212,0.296882164,-0.17920392,-0.338927098,-1.292755617
2.333333333,IFpaars,15.6389271,-0.429848693,1.079779917,0.762723521,8.438101788,0.195323246,0.091872994,1.482118294,-0.686898212,0.296882164,-0.17920392,0.061072902,-0.292755617
2,IFpaars,18.6389271,-0.429848693,0.079779917,-0.237276479,8.438101788,0.195323246,0.258539661,0.482118294,-0.686898212,0.630215497,0.50829608,0.061072902,-0.292755617
1.666666667,IFpaars,3.638927098,-0.429848693,0.079779917,-0.237276479,8.438101788,0.195323246,-0.241460339,0.482118294,0.313101788,-0.369784503,-0.17920392,0.061072902,-0.292755617
1.333333333,IFpaars,-5.361072902,-0.429848693,0.079779917,-0.237276479,8.438101788,0.195323246,-0.241460339,-0.017881706,-0.186898212,-0.036451169,-0.30420392,1.061072902,-0.292755617
2.666666667,IFpaars,18.6389271,-0.429848693,1.079779917,-0.237276479,8.438101788,0.195323246,-0.741460339,1.482118294,-1.936898212,0.630215497,-0.30420392,0.061072902,-0.292755617
2.333333333,IFpaars,5.638927098,-0.429848693,1.079779917,-0.237276479,8.438101788,0.195323246,-0.658127006,1.482118294,-1.436898212,-0.369784503,-0.49170392,0.061072902,-0.292755617
1,IFpaars,26.6389271,-0.429848693,0.079779917,-0.237276479,0.438101788,0.195323246,-0.074793673,1.482118294,0.813101788,0.630215497,0.19579608,1.061072902,0.37391105
1.666666667,IFpaars,24.6389271,-0.429848693,0.079779917,0.762723521,8.438101788,0.195323246,-0.074793673,0.982118294,-0.936898212,0.963548831,-0.67920392,0.461072902,-1.292755617
2,IFpaars,10.6389271,-0.429848693,0.079779917,-0.237276479,8.438101788,0.195323246,0.425206327,1.482118294,-0.686898212,-0.036451169,0.00829608,-0.138927098,0.37391105
1,IFpaars,25.6389271,-0.429848693,0.079779917,-0.237276479,8.438101788,0.195323246,-0.408127006,1.482118294,0.063101788,-0.703117836,-0.55420392,-0.138927098,0.040577717
4.666666667,IFzwart,-13.3610729,0.570151307,1.079779917,-0.237276479,-19.56189821,-0.804676754,-0.158127006,1.482118294,-0.936898212,-0.703117836,-0.05420392,-0.138927098,-1.62608895
2.666666667,IFzwart,1.638927098,0.570151307,0.079779917,-0.237276479,0.438101788,0.195323246,0.425206327,0.982118294,0.813101788,-1.703117836,-0.74170392,0.661072902,0.707244383
1,IFzwart,27.6389271,0.570151307,-2.920220083,-0.237276479,-11.56189821,0.195323246,1.258539661,0.982118294,0.063101788,0.296882164,0.13329608,0.261072902,-0.292755617
1,IFzwart,17.6389271,0.570151307,0.079779917,-0.237276479,-11.56189821,0.195323246,1.258539661,1.482118294,1.313101788,-2.036451169,0.13329608,-1.538927098,0.37391105
3.333333333,IFzwart,-11.3610729,0.570151307,1.079779917,-0.237276479,-1.561898212,-0.804676754,0.175206327,1.482118294,0.813101788,-0.369784503,-0.11670392,-0.338927098,0.040577717
2.666666667,IFzwart,24.6389271,0.570151307,0.079779917,0.762723521,-1.561898212,0.195323246,-0.074793673,1.482118294,-0.436898212,-0.703117836,-0.49170392,0.061072902,-0.292755617
2,JXblauw,-8.361072902,-0.429848693,2.079779917,-0.237276479,4.438101788,0.195323246,0.925206327,-0.017881706,0.813101788,1.296882164,1.63329608,0.461072902,1.707244383
1.333333333,JXblauw,-10.3610729,-0.429848693,-0.920220083,-0.237276479,8.438101788,-0.804676754,0.008539661,-2.017881706,-0.436898212,-0.369784503,-0.49170392,0.461072902,-0.292755617
2.333333333,JXblauw,-13.3610729,-0.429848693,1.079779917,-0.237276479,8.438101788,-0.804676754,0.091872994,-2.017881706,-0.186898212,0.630215497,0.07079608,0.061072902,0.707244383
1,JXblauw,-8.361072902,-0.429848693,2.079779917,-0.237276479,8.438101788,0.195323246,0.341872994,-1.017881706,0.063101788,0.296882164,-0.30420392,0.261072902,1.040577717
2,JXblauw,-15.3610729,-0.429848693,0.079779917,-0.237276479,-31.56189821,0.195323246,-0.158127006,-2.517881706,-1.436898212,-0.369784503,-0.11670392,0.061072902,-0.292755617
2,JXblauw,15.6389271,-0.429848693,-3.920220083,-0.237276479,-27.56189821,0.195323246,-0.908127006,-1.517881706,-0.686898212,-1.036451169,-0.55420392,-0.138927098,0.37391105
2,JXblauw,2.638927098,-0.429848693,2.079779917,0.762723521,8.438101788,0.195323246,0.008539661,-1.017881706,0.063101788,0.296882164,0.50829608,0.261072902,-0.62608895
2,JXblauw,-8.361072902,-0.429848693,2.079779917,-0.237276479,8.438101788,0.195323246,0.008539661,-0.517881706,0.313101788,-0.036451169,-0.24170392,-0.138927098,0.040577717
2,JXblauw,-8.361072902,-0.429848693,2.079779917,-0.237276479,-0.561898212,0.195323246,0.925206327,-0.017881706,0.813101788,1.296882164,1.63329608,0.461072902,1.707244383
3.333333333,JXblauw,-2.361072902,-0.429848693,1.079779917,0.762723521,8.438101788,0.195323246,-0.658127006,-1.517881706,-0.436898212,-0.703117836,-0.99170392,-0.338927098,-0.959422283
2,JXbrons,-3.361072902,0.570151307,2.079779917,-0.237276479,-19.56189821,-0.804676754,0.258539661,-1.017881706,0.813101788,-0.369784503,0.44579608,0.061072902,0.707244383
1.666666667,JXbrons,-3.361072902,0.570151307,2.079779917,-0.237276479,-13.56189821,0.195323246,0.175206327,0.982118294,1.813101788,-0.369784503,1.00829608,0.861072902,0.37391105
2,JXbrons,-11.3610729,0.570151307,2.079779917,0.762723521,-30.56189821,-0.804676754,0.341872994,0.482118294,1.563101788,0.630215497,0.63329608,0.061072902,1.37391105
2.333333333,LBbrons,-10.3610729,-0.429848693,1.079779917,-0.237276479,8.438101788,-0.804676754,0.008539661,1.482118294,0.813101788,-0.369784503,-0.05420392,0.661072902,0.040577717
1.666666667,LBbrons,-10.3610729,0.570151307,1.079779917,-0.237276479,8.438101788,0.195323246,-0.491460339,1.482118294,0.313101788,0.630215497,0.50829608,0.061072902,0.707244383
2.666666667,LBbrons,-7.361072902,0.570151307,2.079779917,-0.237276479,8.438101788,0.195323246,-0.574793673,-0.017881706,0.813101788,-0.036451169,-0.36670392,0.661072902,-0.292755617
2,LBbrons,1.638927098,-0.429848693,1.079779917,0.762723521,4.438101788,0.195323246,0.175206327,-0.017881706,-0.186898212,0.630215497,-0.05420392,0.261072902,-0.62608895
1,LBbrons,18.6389271,0.570151307,2.079779917,-0.237276479,4.438101788,0.195323246,0.258539661,-0.517881706,0.813101788,1.296882164,0.00829608,1.061072902,1.707244383
3.666666667,LBbrons,-3.361072902,0.570151307,2.079779917,-0.237276479,8.438101788,0.195323246,-1.658127006,-1.517881706,-1.436898212,-0.703117836,-0.92920392,0.261072902,-0.62608895
1.333333333,LBbrons,17.6389271,-0.429848693,2.079779917,-0.237276479,8.438101788,0.195323246,0.258539661,0.482118294,0.063101788,0.296882164,0.25829608,0.061072902,0.707244383
1,LBbrons,14.6389271,0.570151307,1.079779917,-0.237276479,4.438101788,0.195323246,0.258539661,1.482118294,0.313101788,0.296882164,-0.24170392,0.061072902,0.707244383
2.666666667,LBbrons,-3.361072902,-0.429848693,1.079779917,-0.237276479,8.438101788,0.195323246,-1.158127006,-1.017881706,0.313101788,-0.036451169,-0.61670392,0.061072902,-0.62608895
4.333333333,LBbrons,-7.361072902,0.570151307,2.079779917,-0.237276479,4.438101788,0.195323246,0.591872994,0.982118294,1.063101788,0.296882164,0.25829608,0.461072902,1.040577717
1.666666667,LBbrons,12.6389271,-0.429848693,1.079779917,0.762723521,4.438101788,-0.804676754,-0.241460339,1.482118294,0.563101788,1.296882164,0.00829608,0.061072902,0.37391105
3.333333333,LBbrons,-4.361072902,-0.429848693,2.079779917,-0.237276479,8.438101788,0.195323246,0.675206327,1.482118294,1.063101788,0.630215497,0.00829608,0.461072902,-1.959422283
2.333333333,LBbrons,22.6389271,-0.429848693,1.079779917,-0.237276479,4.438101788,0.195323246,0.175206327,0.482118294,0.813101788,0.630215497,-0.36670392,0.061072902,-0.959422283
3.333333333,LBbrons,18.6389271,-0.429848693,1.079779917,-0.237276479,4.438101788,0.195323246,-0.741460339,1.482118294,1.063101788,1.296882164,0.25829608,0.661072902,0.040577717
5,LBbrons,9.638927098,-0.429848693,1.079779917,-0.237276479,8.438101788,0.195323246,-1.658127006,1.482118294,0.563101788,0.296882164,-0.49170392,-1.738927098,-1.62608895
1,LBbrons,16.6389271,-0.429848693,1.079779917,-0.237276479,4.438101788,0.195323246,0.341872994,1.482118294,1.813101788,0.630215497,0.32079608,0.061072902,0.37391105
1,LBbrons,12.6389271,-0.429848693,1.079779917,-0.237276479,4.438101788,-0.804676754,-2.741460339,-2.517881706,-2.186898212,-2.369784503,-2.36670392,-2.938927098,-2.292755617
2.666666667,LBbrons,-4.361072902,0.570151307,2.079779917,-0.237276479,0.438101788,0.195323246,-0.158127006,0.482118294,0.813101788,-0.036451169,-0.74170392,0.061072902,0.37391105
1,LBbrons,7.638927098,0.570151307,1.079779917,-0.237276479,0.438101788,-0.804676754,-0.158127006,-1.517881706,-1.186898212,1.296882164,-0.36670392,-1.138927098,0.707244383
1,LBbruin,-3.361072902,-0.429848693,1.079779917,-0.237276479,6.438101788,-0.804676754,0.091872994,-0.517881706,-1.186898212,0.630215497,-0.24170392,0.061072902,-0.62608895
3.666666667,LBbruin,-9.361072902,-0.429848693,-1.920220083,-0.237276479,6.438101788,0.195323246,-0.741460339,0.482118294,-0.186898212,-1.703117836,-0.92920392,-0.338927098,-1.292755617
1,LBbruin,16.6389271,-0.429848693,0.079779917,-0.237276479,6.438101788,0.195323246,1.008539661,1.482118294,0.313101788,-0.036451169,-0.05420392,1.061072902,-0.292755617
1.666666667,LBbruin,-14.3610729,-0.429848693,1.079779917,-0.237276479,6.438101788,0.195323246,0.591872994,-0.517881706,0.063101788,0.630215497,-0.17920392,0.661072902,0.37391105
5,LBbruin,-8.361072902,-0.429848693,2.079779917,-0.237276479,6.438101788,0.195323246,0.591872994,-2.017881706,0.313101788,-0.369784503,-0.49170392,-0.938927098,-0.959422283
2,LBgeel,-12.3610729,0.570151307,1.079779917,0.762723521,8.438101788,0.195323246,1.258539661,-0.017881706,0.063101788,-1.036451169,-0.30420392,1.061072902,-1.292755617
3,LBgeel,-15.3610729,0.570151307,-0.920220083,0.762723521,6.438101788,0.195323246,0.175206327,-0.017881706,-0.686898212,0.630215497,-0.36670392,-0.938927098,-0.292755617
1.666666667,LBgeel,-17.3610729,-0.429848693,0.079779917,-0.237276479,-31.56189821,0.195323246,-0.241460339,-1.017881706,-0.686898212,0.296882164,0.32079608,0.861072902,-0.292755617
1,LBgeel,-2.361072902,0.570151307,-0.920220083,-0.237276479,2.438101788,-0.804676754,0.091872994,-0.517881706,-0.186898212,-0.369784503,-0.30420392,-0.138927098,0.040577717
3,LBlimoen,11.6389271,0.570151307,0.079779917,0.762723521,1.438101788,0.195323246,0.008539661,-1.517881706,0.063101788,-0.369784503,0.07079608,0.061072902,-0.62608895
1.333333333,LBlimoen,-10.3610729,-0.429848693,2.079779917,0.762723521,8.438101788,0.195323246,1.175206327,-1.517881706,0.813101788,-0.036451169,0.38329608,1.061072902,1.707244383
3,LBlimoen,-11.3610729,-0.429848693,1.079779917,-0.237276479,8.438101788,0.195323246,0.175206327,-1.517881706,-0.686898212,0.630215497,-0.36670392,0.261072902,0.707244383
4,LBmagenta,-12.3610729,0.570151307,2.079779917,-0.237276479,8.438101788,0.195323246,-0.908127006,-1.017881706,-0.186898212,-2.036451169,-1.61670392,0.261072902,-2.292755617
4.333333333,LBmagenta,0.638927098,0.570151307,-0.920220083,-0.237276479,-12.56189821,0.195323246,-0.241460339,-2.017881706,-0.186898212,-0.369784503,-0.74170392,0.061072902,-1.292755617
4,LBmagenta,-3.361072902,0.570151307,1.079779917,-0.237276479,4.438101788,0.195323246,-0.324793673,0.982118294,-0.436898212,0.296882164,0.19579608,0.061072902,-0.959422283
2,LBmagenta,15.6389271,-0.429848693,0.079779917,-0.237276479,8.438101788,0.195323246,0.008539661,-0.517881706,-0.936898212,0.630215497,0.19579608,0.061072902,-0.62608895
2.666666667,LBoranje,-5.361072902,-0.429848693,-2.920220083,0.762723521,8.438101788,0.195323246,-0.158127006,-2.017881706,0.313101788,-0.703117836,-0.49170392,0.261072902,-0.292755617
1,LBoranje,19.6389271,-0.429848693,0.079779917,0.762723521,8.438101788,0.195323246,0.175206327,-0.517881706,-0.186898212,0.296882164,0.63329608,0.061072902,0.707244383
1,LBoranje,1.638927098,0.570151307,2.079779917,-0.237276479,-4.561898212,0.195323246,0.008539661,-1.517881706,0.563101788,-0.703117836,0.38329608,0.861072902,-0.959422283
1.333333333,LBoranje,23.6389271,-0.429848693,-0.920220083,0.762723521,0.438101788,0.195323246,-0.241460339,-2.517881706,-1.186898212,-0.369784503,0.00829608,0.261072902,-0.959422283
2.666666667,LBpaars,7.638927098,-0.429848693,2.079779917,-0.237276479,8.438101788,0.195323246,-0.574793673,0.982118294,1.063101788,-1.369784503,-0.42920392,0.861072902,0.707244383
3,LBpaars,10.6389271,-0.429848693,2.079779917,-0.237276479,0.438101788,0.195323246,0.091872994,1.482118294,1.063101788,-0.036451169,0.07079608,0.061072902,-0.62608895
1.666666667,LBpaars,9.638927098,0.570151307,2.079779917,-0.237276479,0.438101788,-0.804676754,-0.074793673,1.482118294,1.313101788,0.296882164,-0.05420392,0.061072902,0.707244383
1,LBpaars,19.6389271,-0.429848693,2.079779917,0.762723521,8.438101788,-0.804676754,0.425206327,0.982118294,1.063101788,1.296882164,-0.24170392,1.061072902,0.37391105
2.666666667,LBpaars,11.6389271,-0.429848693,2.079779917,-0.237276479,0.438101788,0.195323246,-0.741460339,0.482118294,-0.186898212,-0.036451169,-1.05420392,1.061072902,-1.292755617
2,LBpaars,1.638927098,-0.429848693,2.079779917,-0.237276479,4.438101788,0.195323246,0.091872994,0.982118294,0.563101788,-0.703117836,-0.86670392,0.061072902,-0.292755617
1,LBrood,6.638927098,-0.429848693,1.079779917,-0.237276479,-31.56189821,0.195323246,-0.158127006,1.482118294,-0.436898212,-1.036451169,-0.36670392,-0.538927098,0.040577717
3.666666667,LBrood,14.6389271,-0.429848693,-0.920220083,-0.237276479,-31.56189821,0.195323246,-1.074793673,1.482118294,-0.686898212,-1.036451169,-0.80420392,-0.738927098,1.707244383
3.666666667,LBrood,21.6389271,0.570151307,-0.920220083,-0.237276479,-15.56189821,0.195323246,-1.074793673,1.482118294,-2.186898212,-2.036451169,-0.42920392,-2.338927098,-2.292755617
2,LBrood,28.6389271,-0.429848693,-0.920220083,-0.237276479,-26.56189821,0.195323246,-1.491460339,-2.517881706,-1.936898212,-2.369784503,-1.61670392,-0.338927098,-1.292755617
2.333333333,LBrood,20.6389271,-0.429848693,-2.920220083,-0.237276479,8.438101788,0.195323246,-0.491460339,-1.517881706,-1.686898212,-0.369784503,-0.55420392,0.061072902,-0.292755617
1.333333333,LBrood,-3.361072902,0.570151307,-0.920220083,-0.237276479,0.438101788,0.195323246,-0.324793673,-1.517881706,-0.686898212,0.963548831,-0.05420392,-0.138927098,-0.292755617
